,Sentence,Sentence Encodings,Phrases,Values
90,"Meanwhile, the budget also quadruples the current stock buy-back surcharge from 1% to 4% to ""address the continued tax advantage for buy-backs and encourage corporations to invest in productivity and the broader economy.""","{'to address': '1', 'the budget': '0', 'the current stock buy-back surcharge': '0', 'Meanwhile also quadruples': '0', 'encourage': '1', 'continued': '0', 'back surcharge': '0', 'productivity': '1', 'tax advantage': '1', 'broader economy': '1', 'the broader economy': '1', 'the continued tax advantage': '1', 'buy': '0', 'to invest': '1', 'current stock': '0', 'buy-backs': '0', 'corporations': '0', 'also quadruples': '0', 'Meanwhile,': '0', 'budget': '0', 'also': '0', 'quadruples': '0', 'current': '0', 'stock': '0', 'buy-back': '0', 'surcharge': '0', '1%': '0', '4%': '0', '""address': '0', 'tax': '0', 'advantage': '1', 'invest': '0', 'broader': '0', 'economy.""': '0'}","['to address', 'the budget', 'the current stock buy-back surcharge', 'Meanwhile also quadruples', 'encourage', 'continued', 'back surcharge', 'productivity', 'tax advantage', 'broader economy', 'the broader economy', 'the continued tax advantage', 'buy', 'to invest', 'current stock', 'buy-backs', 'corporations', 'also quadruples', 'Meanwhile,', 'budget', 'also', 'quadruples', 'current', 'stock', 'buy-back', 'surcharge', '1%', '4%', '""address', 'tax', 'advantage', 'invest', 'broader', 'economy.""']","['1', '0', '0', '0', '1', '0', '0', '1', '1', '1', '1', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0']"
91,The introduction of GPT-4o opens numerous possibilities for businesses in various sectors: ,"{'various sectors': '1', 'The introduction': '0', 'businesses': '0', 'opens': '1', 'numerous possibilities': '1', 'introduction': '0', 'GPT-4o': '0', 'numerous': '1', 'possibilities': '1', 'various': '1', 'sectors:': '0', '': '0'}","['various sectors', 'The introduction', 'businesses', 'opens', 'numerous possibilities', 'introduction', 'GPT-4o', 'numerous', 'possibilities', 'various', 'sectors:', '']","['1', '0', '0', '1', '1', '0', '0', '1', '1', '1', '0', '0']"
92,"Microsoft's Windows 11 already ships with access to Copilot, which is powered by the same technology as ChatGPT. In case you missed it, Microsoft launched a Copilot app for mobile users at the beginning of the year with support for OpenAI's GPT-4 model and DALL-E 3 image generation technology. ","{""OpenAI's GPT-4 model"": '0', 'Copilot': '0', 'support': '0', 'the year': '0', 'launched': '1', 'same technology': '0', 'generation technology': '0', 'image generation': '0', 'you': '0', 'powered': '0', 'mobile users': '0', ""Microsoft's Windows"": '0', 'Microsoft': '0', 'DALL-E 3 image generation technology': '0', 'already ships': '1', 'ChatGPT': '0', 'case': '0', 'which': '0', 'access': '0', 'missed': '0', 'the same technology': '0', 'it': '0', 'a Copilot app': '0', 'Copilot app': '0', 'the beginning': '0', ""Microsoft's"": '0', 'Windows': '0', '11': '0', 'already': '1', 'ships': '1', 'Copilot,': '0', 'technology': '0', 'ChatGPT.': '0', 'it,': '0', 'app': '0', 'mobile': '0', 'users': '0', 'beginning': '0', 'year': '0', ""OpenAI's"": '0', 'GPT-4': '0', 'model': '0', 'DALL-E': '0', '3': '0', 'image': '0', 'generation': '0', 'technology.': '0', '': '0'}","[""OpenAI's GPT-4 model"", 'Copilot', 'support', 'the year', 'launched', 'same technology', 'generation technology', 'image generation', 'you', 'powered', 'mobile users', ""Microsoft's Windows"", 'Microsoft', 'DALL-E 3 image generation technology', 'already ships', 'ChatGPT', 'case', 'which', 'access', 'missed', 'the same technology', 'it', 'a Copilot app', 'Copilot app', 'the beginning', ""Microsoft's"", 'Windows', '11', 'already', 'ships', 'Copilot,', 'technology', 'ChatGPT.', 'it,', 'app', 'mobile', 'users', 'beginning', 'year', ""OpenAI's"", 'GPT-4', 'model', 'DALL-E', '3', 'image', 'generation', 'technology.', '']","['0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
93,"Depending on who you listen to, this is either a brilliant decision or a truly horrible one.","{'you': '0', 'who': '0', 'listen': '0', 'Depending': '0', 'either a brilliant decision': '0', 'brilliant decision': '0', 'this': '0', 'to,': '0', 'either': '0', 'brilliant': '0', 'decision': '0', 'truly': '1', 'horrible': '1', 'one.': '1'}","['you', 'who', 'listen', 'Depending', 'either a brilliant decision', 'brilliant decision', 'this', 'to,', 'either', 'brilliant', 'decision', 'truly', 'horrible', 'one.']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '1']"
94,The leader in energy and environment news.,"{'environment news': '0', 'energy and environment news': '0', 'The leader': '1', 'leader': '1', 'energy': '0', 'environment': '0', 'news.': '0'}","['environment news', 'energy and environment news', 'The leader', 'leader', 'energy', 'environment', 'news.']","['0', '0', '1', '1', '0', '0', '0']"
95,"""(Biden) said early on, in his first administration, that he wanted to be a bridge to the next generation. He's making that so,"" Baldwin said. ""There's a new beginning, and I'm very excited.""","{'his first administration': '0', 'He': '0', 'a new beginning': '1', 'first administration': '0', 'he': '0', 'Biden': '0', 'the next generation': '1', 'new beginning': '1', 'I': '0', 'Baldwin': '0', 'next generation': '1', 'that': '0', 'on said': '0', ""'s"": '0', ""'s so making"": '0', 'wanted': '0', 'said': '0', 'a bridge': '1', '""(Biden)': '0', 'early': '0', 'on,': '0', 'first': '0', 'administration,': '0', 'bridge': '1', 'next': '0', 'generation.': '0', ""He's"": '0', 'making': '1', 'so,""': '1', 'said.': '0', '""There\'s': '0', 'new': '0', 'beginning,': '0', ""I'm"": '0', 'excited.""': '1'}","['his first administration', 'He', 'a new beginning', 'first administration', 'he', 'Biden', 'the next generation', 'new beginning', 'I', 'Baldwin', 'next generation', 'that', 'on said', ""'s"", ""'s so making"", 'wanted', 'said', 'a bridge', '""(Biden)', 'early', 'on,', 'first', 'administration,', 'bridge', 'next', 'generation.', ""He's"", 'making', 'so,""', 'said.', '""There\'s', 'new', 'beginning,', ""I'm"", 'excited.""']","['0', '0', '1', '0', '0', '0', '1', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '1']"
96,Castillo said it’s been a fight trying to get vouchers for food or hotels something the federal government says passengers dealing with flights canceled because of the computer outage are owed.,"{'a fight': '1', 'canceled': '1', 'said': '0', 'vouchers': '0', 'dealing': '1', 'food': '0', 'hotels': '0', 'the federal government': '0', 'trying': '1', 'federal government': '0', 'says': '0', 'passengers': '0', 'Castillo': '0', 'owed': '1', 'to get': '0', 'computer outage': '1', 'it': '0', 'flights': '0', 'the computer outage': '1', 'it’s': '0', 'fight': '0', 'get': '0', 'something': '0', 'federal': '0', 'government': '0', 'computer': '0', 'outage': '1', 'owed.': '1'}","['a fight', 'canceled', 'said', 'vouchers', 'dealing', 'food', 'hotels', 'the federal government', 'trying', 'federal government', 'says', 'passengers', 'Castillo', 'owed', 'to get', 'computer outage', 'it', 'flights', 'the computer outage', 'it’s', 'fight', 'get', 'something', 'federal', 'government', 'computer', 'outage', 'owed.']","['1', '1', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '1']"
97,"Trump's orbit seems furious about the fundraising. The former president took to Truth Social to bemoan the millions he spent attacking Biden and insisting that he should be ""reimbursed for fraud.""","{'he': '0', 'Biden': '0', 'the fundraising': '0', 'The former president': '0', 'to bemoan': '1', 'attacking': '1', 'the millions': '1', ""Trump's orbit"": '0', 'spent': '1', 'insisting': '0', 'fraud': '1', 'took': '0', 'former president': '0', 'seems': '0', 'should reimbursed': '1', 'Truth Social': '0', ""Trump's"": '0', 'orbit': '0', 'furious': '1', 'fundraising.': '0', 'former': '0', 'president': '0', 'Truth': '0', 'Social': '0', 'bemoan': '1', 'millions': '0', '""reimbursed': '1', 'fraud.""': '1'}","['he', 'Biden', 'the fundraising', 'The former president', 'to bemoan', 'attacking', 'the millions', ""Trump's orbit"", 'spent', 'insisting', 'fraud', 'took', 'former president', 'seems', 'should reimbursed', 'Truth Social', ""Trump's"", 'orbit', 'furious', 'fundraising.', 'former', 'president', 'Truth', 'Social', 'bemoan', 'millions', '""reimbursed', 'fraud.""']","['0', '0', '0', '0', '1', '1', '1', '0', '1', '0', '1', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '1', '1']"
98,The Biden administration has launched an investigation into Delta Airlines as the company continues to struggle from the fallout of the CrowdStrike failure.,"{'to struggle': '1', 'the CrowdStrike failure': '1', 'the company': '0', 'continues': '0', 'has launched': '0', 'an investigation': '1', 'Delta Airlines': '0', 'the fallout': '1', 'The Biden administration': '0', 'Biden': '0', 'administration': '0', 'launched': '1', 'investigation': '1', 'Delta': '0', 'Airlines': '0', 'company': '0', 'struggle': '1', 'fallout': '1', 'CrowdStrike': '0', 'failure.': '1'}","['to struggle', 'the CrowdStrike failure', 'the company', 'continues', 'has launched', 'an investigation', 'Delta Airlines', 'the fallout', 'The Biden administration', 'Biden', 'administration', 'launched', 'investigation', 'Delta', 'Airlines', 'company', 'struggle', 'fallout', 'CrowdStrike', 'failure.']","['1', '1', '0', '0', '0', '1', '0', '1', '0', '0', '0', '1', '1', '0', '0', '0', '1', '1', '0', '1']"
99,"Harris praised Biden's ""leadership"" and ""wisdom"" as president, saying that ""as one of our country's most consequential presidents,"" Biden ""has been not only on the right side of history, but on the right side of the future.""","{'the right side': '1', 'saying': '0', 'Biden': '0', 'consequential presidents': '1', 'history': '0', '""wisdom': '1', ""our country's most consequential presidents"": '1', 'Harris': '0', 'president': '0', 'right side': '1', 'the future': '1', 'Biden\'s ""leadership': '1', 'praised': '1', ""Biden's"": '0', '""leadership""': '1', '""wisdom""': '1', 'president,': '0', '""as': '0', 'one': '0', ""country's"": '0', 'consequential': '1', 'presidents,""': '0', '""has': '0', 'right': '0', 'side': '0', 'history,': '0', 'future.""': '0'}","['the right side', 'saying', 'Biden', 'consequential presidents', 'history', '""wisdom', ""our country's most consequential presidents"", 'Harris', 'president', 'right side', 'the future', 'Biden\'s ""leadership', 'praised', ""Biden's"", '""leadership""', '""wisdom""', 'president,', '""as', 'one', ""country's"", 'consequential', 'presidents,""', '""has', 'right', 'side', 'history,', 'future.""']","['1', '0', '0', '1', '0', '1', '1', '0', '0', '1', '1', '1', '1', '0', '1', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0']"
